epoch,train_loss,val_loss,val_roc_auc_score
1,0.5581034715394028,0.4292653501033783,0.8575588297779279
2,0.46931652508619176,0.3955839276313782,0.8634199377647809
3,0.44362749375459803,0.5191534757614136,0.8560154463314962
4,0.4216122440709413,0.8061551451683044,0.8562903810345043
5,0.40544233272093855,0.4485117793083191,0.855524937827266
6,0.374235671212655,0.648716151714325,0.8470988140316675
7,0.35912339252825004,0.7396836280822754,0.8527787150551744
8,0.35422783487170706,0.5927777886390686,0.8506979592346818
9,0.31201637132477217,0.47284433245658875,0.8657693797723042
10,0.29090924353431197,0.7366096377372742,0.8374823479423638
11,0.2602626721708829,0.41891226172447205,0.8317712043389696
12,0.2866646567260036,0.7078777551651001,0.8429435509066597
13,0.23515304064250175,0.8609735369682312,0.8349454504555169
14,0.2864941405203506,0.762653648853302,0.8438370886914359
15,0.21214733912630845,0.4854498505592346,0.8240730326547445
16,0.23144585229740797,0.7468688488006592,0.8403254227121059
17,0.18711799835317008,0.9190758466720581,0.8382446668916133
18,0.166662713185749,0.5997844338417053,0.8177057948737174
19,0.18361158228216282,0.7808530330657959,0.8292842949799424
